id	lineage	assembly	file	kingdom	phylum	class	order	family	genus	species
MGYG000002425	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_A;s__Campylobacter_A concisus_K	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000002425.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000002425.xml.gz	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Campylobacteraceae	g__Campylobacter_A	s__Campylobacter_A concisus_K
MGYG000002426	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_A;s__Campylobacter_A concisus_B	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000002426.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000002426.xml.gz	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Campylobacteraceae	g__Campylobacter_A	s__Campylobacter_A concisus_B
MGYG000002427	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_A;s__Campylobacter_A concisus_E	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000002427.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000002427.xml.gz	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Campylobacteraceae	g__Campylobacter_A	s__Campylobacter_A concisus_E
MGYG000002428	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_A;s__Campylobacter_A concisus_W	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000002428.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000002428.xml.gz	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Campylobacteraceae	g__Campylobacter_A	s__Campylobacter_A concisus_W
MGYG000002429	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_A;s__Campylobacter_A concisus_I	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000002429.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000002429.xml.gz	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Campylobacteraceae	g__Campylobacter_A	s__Campylobacter_A concisus_I
MGYG000002430	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_A;s__Campylobacter_A concisus_L	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000002430.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000002430.xml.gz	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Campylobacteraceae	g__Campylobacter_A	s__Campylobacter_A concisus_L
MGYG000002431	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_A;s__Campylobacter_A concisus_I	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000002431.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000002431.xml.gz	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Campylobacteraceae	g__Campylobacter_A	s__Campylobacter_A concisus_I
MGYG000002432	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_A;s__Campylobacter_A concisus_F	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000002432.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000002432.xml.gz	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Campylobacteraceae	g__Campylobacter_A	s__Campylobacter_A concisus_F
MGYG000002433	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_A;s__Campylobacter_A concisus_P	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000002433.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000002433.xml.gz	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Campylobacteraceae	g__Campylobacter_A	s__Campylobacter_A concisus_P
MGYG000002434	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_A;s__Campylobacter_A concisus_G	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000002434.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000002434.xml.gz	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Campylobacteraceae	g__Campylobacter_A	s__Campylobacter_A concisus_G
MGYG000002435	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_A;s__Campylobacter_A concisus	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000002435.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000002435.xml.gz	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Campylobacteraceae	g__Campylobacter_A	s__Campylobacter_A concisus
MGYG000002436	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Pigmentiphaga;s__Pigmentiphaga sp002188635	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000002436.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000002436.xml.gz	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Pigmentiphaga	s__Pigmentiphaga sp002188635
MGYG000002437	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia hominis	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000002437.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000002437.xml.gz	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia	s__Blautia hominis
MGYG000002438	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000002438.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000002438.xml.gz	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__Parabacteroides distasonis
MGYG000002439	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CHH4-2;s__CHH4-2 sp002899675	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000002439.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000002439.xml.gz	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__CHH4-2	s__CHH4-2 sp002899675
MGYG000002440	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Enteroscipio;s__Enteroscipio rubneri	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000002440.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000002440.xml.gz	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Eggerthellaceae	g__Enteroscipio	s__Enteroscipio rubneri
MGYG000002441	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Rubneribacter;s__Rubneribacter badeniensis	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000002441.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000002441.xml.gz	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Eggerthellaceae	g__Rubneribacter	s__Rubneribacter badeniensis
MGYG000002442	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Gordonibacter;s__Gordonibacter sp003339845	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000002442.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000002442.xml.gz	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Eggerthellaceae	g__Gordonibacter	s__Gordonibacter sp003339845
MGYG000002443	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_B;s__Helicobacter_B sp001854545	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000002443.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000002443.xml.gz	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Helicobacteraceae	g__Helicobacter_B	s__Helicobacter_B sp001854545
MGYG000002444	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Faecalibacillus;s__Faecalibacillus faecis	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000002444.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000002444.xml.gz	d__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelatoclostridiaceae	g__Faecalibacillus	s__Faecalibacillus faecis
MGYG000002445	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_Q;s__Clostridium_Q sp003024715	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000002445.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000002445.xml.gz	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Clostridium_Q	s__Clostridium_Q sp003024715
MGYG000002446	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_A;s__Methanobrevibacter_A smithii_A	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000002446.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000002446.xml.gz	d__Archaea	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanobrevibacter_A	s__Methanobrevibacter_A smithii_A
MGYG000002447	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Mesosutterella;s__Mesosutterella multiformis	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000002447.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000002447.xml.gz	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Mesosutterella	s__Mesosutterella multiformis
MGYG000002448	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Evtepia;s__Evtepia gabavorous	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000002448.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000002448.xml.gz	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Evtepia	s__Evtepia gabavorous
MGYG000002449	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides acidifaciens	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000002449.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000002449.xml.gz	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__Parabacteroides acidifaciens
MGYG000002450	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella_E;s__Olsenella_E sp003609875	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000002450.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000002450.xml.gz	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Olsenella_E	s__Olsenella_E sp003609875
MGYG000002451	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Paraeggerthella;s__Paraeggerthella hongkongensis_A	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000002451.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000002451.xml.gz	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Eggerthellaceae	g__Paraeggerthella	s__Paraeggerthella hongkongensis_A
MGYG000002452	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila_C	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000002452.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000002452.xml.gz	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Verrucomicrobiales	f__Akkermansiaceae	g__Akkermansia	s__Akkermansia muciniphila_C
MGYG000002453	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila_B	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000002453.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000002453.xml.gz	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Verrucomicrobiales	f__Akkermansiaceae	g__Akkermansia	s__Akkermansia muciniphila_B
MGYG000002454	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000002454.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000002454.xml.gz	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Verrucomicrobiales	f__Akkermansiaceae	g__Akkermansia	s__Akkermansia muciniphila
MGYG000002455	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides cellulosilyticus	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000002455.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000002455.xml.gz	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides cellulosilyticus
MGYG000002456	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanomethylophilus;s__Methanomethylophilus alvus	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000002456.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000002456.xml.gz	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Methanomassiliicoccales	f__Methanomethylophilaceae	g__Methanomethylophilus	s__Methanomethylophilus alvus
MGYG000002457	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_A;f__Planococcaceae;g__Kurthia;s__Kurthia sp002418445	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000002457.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000002457.xml.gz	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_A	f__Planococcaceae	g__Kurthia	s__Kurthia sp002418445
MGYG000002458	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Yersinia;s__Yersinia aleksiciae	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000002458.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000002458.xml.gz	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Yersinia	s__Yersinia aleksiciae
MGYG000002459	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium animalis	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000002459.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000002459.xml.gz	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Bifidobacteriaceae	g__Bifidobacterium	s__Bifidobacterium animalis
MGYG000002460	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Cronobacter;s__Cronobacter sakazakii	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000002460.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000002460.xml.gz	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Cronobacter	s__Cronobacter sakazakii
MGYG000002461	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Yersinia;s__Yersinia kristensenii	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000002461.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000002461.xml.gz	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Yersinia	s__Yersinia kristensenii
MGYG000002462	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Yersinia;s__Yersinia kristensenii_B	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000002462.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000002462.xml.gz	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Yersinia	s__Yersinia kristensenii_B
MGYG000002463	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas aeruginosa	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000002463.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000002463.xml.gz	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonas aeruginosa
MGYG000002464	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetivibrio_A;s__Acetivibrio_A ethanolgignens	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000002464.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000002464.xml.gz	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Acetivibrio_A	s__Acetivibrio_A ethanolgignens
MGYG000002465	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Yersinia;s__Yersinia massiliensis	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000002465.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000002465.xml.gz	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Yersinia	s__Yersinia massiliensis
MGYG000002466	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Yersinia;s__Yersinia frederiksenii	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000002466.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000002466.xml.gz	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Yersinia	s__Yersinia frederiksenii
MGYG000002467	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Yersinia;s__Yersinia frederiksenii_C	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000002467.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000002467.xml.gz	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Yersinia	s__Yersinia frederiksenii_C
MGYG000002468	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus caccae	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000002468.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000002468.xml.gz	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus caccae
MGYG000002469	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium breve	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000002469.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000002469.xml.gz	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Bifidobacteriaceae	g__Bifidobacterium	s__Bifidobacterium breve
MGYG000002470	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides intestinalis	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000002470.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000002470.xml.gz	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides intestinalis
MGYG000002471	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Yersinia;s__Yersinia mollaretii	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000002471.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000002471.xml.gz	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Yersinia	s__Yersinia mollaretii
MGYG000002472	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lentilactobacillus;s__Lentilactobacillus kefiri	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000002472.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000002472.xml.gz	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lentilactobacillus	s__Lentilactobacillus kefiri
MGYG000002475	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lactonifactor;s__Lactonifactor longoviformis	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000002475.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000002475.xml.gz	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lactonifactor	s__Lactonifactor longoviformis
MGYG000002476	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Yersinia;s__Yersinia pestis	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000002476.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000002476.xml.gz	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Yersinia	s__Yersinia pestis
MGYG000002477	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter_A;s__Citrobacter_A amalonaticus	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000002477.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000002477.xml.gz	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Citrobacter_A	s__Citrobacter_A amalonaticus
MGYG000002478	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola dorei	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000002478.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000002478.xml.gz	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola dorei
MGYG000002479	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_B;s__Campylobacter_B hominis	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000002479.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000002479.xml.gz	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Campylobacteraceae	g__Campylobacter_B	s__Campylobacter_B hominis
MGYG000002480	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Adlercreutzia;s__Adlercreutzia celatus_A	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000002480.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000002480.xml.gz	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Eggerthellaceae	g__Adlercreutzia	s__Adlercreutzia celatus_A
MGYG000002481	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__Stenotrophomonas maltophilia_F	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000002481.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000002481.xml.gz	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Stenotrophomonas	s__Stenotrophomonas maltophilia_F
MGYG000002482	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E bromii	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000002482.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000002482.xml.gz	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Ruminococcus_E	s__Ruminococcus_E bromii
MGYG000002483	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_Q;s__Clostridium_Q saccharolyticum_A	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000002483.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000002483.xml.gz	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Clostridium_Q	s__Clostridium_Q saccharolyticum_A
