id	taxid	organism_name	infraspecific_name	file	ncbi_taxid	kingdom	phylum	class	order	family	genus	species
GCF_000235405.2	771875	Fervidobacterium pennivorans DSM 9078	strain=DSM 9078	models/f/fervidobacterium/Fervidobacterium_pennivorans_DSM_9078.xml.gz	771875	d__Bacteria	p__Thermotogota	c__Thermotogae	o__Thermotogales	f__Fervidobacteriaceae	g__Fervidobacterium	s__Fervidobacterium pennivorans
GCF_000521785.1	1449350	Roseivivax halodurans JCM 10272	strain=JCM 10272	models/r/roseivivax/Roseivivax_halodurans_JCM_10272.xml.gz	1449350	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Roseivivax	s__Roseivivax halodurans
GCF_900115815.1	93684	Roseivivax halotolerans	strain=JCM 10271	models/r/roseivivax/Roseivivax_halotolerans_JCM_10271.xml.gz	93684	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Roseivivax	s__Roseivivax halotolerans
GCF_002075795.1	93973	Shewanella japonica	strain=KCTC 22435	models/s/shewanella/Shewanella_japonica_KCTC_22435.xml.gz	93973	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Shewanellaceae	g__Shewanella	s__Shewanella japonica
GCF_000510645.1	1089548	Thermicanus aegyptius DSM 12793	strain=DSM 12793	models/t/thermicanus/Thermicanus_aegyptius_DSM_12793.xml.gz	1089548	d__Bacteria	p__Firmicutes	c__Bacilli	o__Thermicanales	f__Thermicanaceae	g__Thermicanus	s__Thermicanus aegyptius
GCF_000215705.1	365046	Ramlibacter tataouinensis TTB310	strain=TTB310	models/r/ramlibacter/Ramlibacter_tataouinensis_TTB310.xml.gz	365046	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Ramlibacter	s__Ramlibacter tataouinensis
GCF_001580455.1	94132	Ramlibacter tataouinensis	strain=5-10	models/r/ramlibacter/Ramlibacter_tataouinensis_5_10.xml.gz	94132	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Ramlibacter	s__Ramlibacter tataouinensis_A
GCF_000269905.1	1193119	Alkalibacillus haloalkaliphilus C5	strain=C5	models/a/alkalibacillus/Alkalibacillus_haloalkaliphilus_C5.xml.gz	1193119	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_D	f__Alkalibacillaceae	g__Alkalibacillus	s__Alkalibacillus haloalkaliphilus_A
GCF_000023125.1	471854	Dyadobacter fermentans DSM 18053	strain=DSM 18053	models/d/dyadobacter/Dyadobacter_fermentans_DSM_18053.xml.gz	471854	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Spirosomaceae	g__Dyadobacter	s__Dyadobacter fermentans
GCF_000423565.1	1123078	Runella zeae DSM 19591	strain=DSM 19591	models/r/runella/Runella_zeae_DSM_19591.xml.gz	1123078	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Spirosomaceae	g__Runella	s__Runella zeae
GCF_000067205.1	94624	Bordetella petrii	strain=DSM 12804	models/b/bordetella/Bordetella_petrii_DSM_12804.xml.gz	94624	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Bordetella_A	s__Bordetella_A petrii
GCF_900104115.1	94869	Clostridium gasigenes	strain=DSM 12272	models/c/clostridium/Clostridium_gasigenes_DSM_12272.xml.gz	94869	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium gasigenes
GCF_000518225.1	1408442	Helicobacter pametensis ATCC 51478	strain=ATCC 51478	models/h/helicobacter/Helicobacter_pametensis_ATCC_51478.xml.gz	1408442	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Helicobacteraceae	g__Helicobacter_G	s__Helicobacter_G pametensis
GCF_900116135.1	95161	Saccharopolyspora flava	strain=DSM 44771	models/s/saccharopolyspora/Saccharopolyspora_flava_DSM_44771.xml.gz	95161	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Pseudonocardiaceae	g__Saccharopolyspora	s__Saccharopolyspora flava
GCF_000341735.1	675511	Methylomicrobium buryatense 5G	strain=5G	models/m/methylomicrobium/Methylomicrobium_buryatense_5G.xml.gz	675511	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Methylococcales	f__Methylomonadaceae	g__Methylotuvimicrobium	s__Methylotuvimicrobium buryatense
GCF_001467585.1	1212489	Legionella drozanskii LLAP-1	strain=ATCC 700990	models/l/legionella/Legionella_drozanskii_LLAP_1_ATCC_700990.xml.gz	1212489	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Legionellales	f__Legionellaceae	g__Tatlockia	s__Tatlockia drozanskii
GCF_000953135.1	1212491	Legionella fallonii LLAP-10	strain=LLAP-10	models/l/legionella/Legionella_fallonii_LLAP_10.xml.gz	1212491	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Legionellales	f__Legionellaceae	g__Legionella	s__Legionella fallonii
GCF_000064305.2	402612	Flavobacterium psychrophilum JIP02/86	strain=JIP02/86	models/f/flavobacterium/Flavobacterium_psychrophilum_JIP02_86.xml.gz	402612	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__Flavobacterium psychrophilum
GCF_000308835.1	1206742	Nocardia vinacea NBRC 16497	strain=NBRC 16497	models/n/nocardia/Nocardia_vinacea_NBRC_16497.xml.gz	1206742	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Mycobacteriaceae	g__Nocardia	s__Nocardia vinacea
GCF_000615445.1	1423754	Lactobacillus hamsteri DSM 5661 = JCM 6256	strain=JCM 6256	models/l/lactobacillus/Lactobacillus_hamsteri_DSM_5661_JCM_6256.xml.gz	1423754	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	s__Lactobacillus hamsteri
GCF_001922305.1	96773	Thauera chlorobenzoica	strain=3CB1	models/t/thauera/Thauera_chlorobenzoica_3CB1.xml.gz	96773	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Rhodocyclaceae	g__Thauera	s__Thauera chlorobenzoica
GCF_000210915.2	862908	Halobacteriovorax marinus SJ	strain=SJ	models/h/halobacteriovorax/Halobacteriovorax_marinus_SJ.xml.gz	862908	d__Bacteria	p__Bdellovibrionota	c__Bacteriovoracia	o__Bacteriovoracales	f__Bacteriovoracaceae	g__Halobacteriovorax	s__Halobacteriovorax marinus
GCF_000364225.1	1235802	Eubacterium plexicaudatum ASF492	strain=ASF492	models/e/eubacterium/Eubacterium_plexicaudatum_ASF492.xml.gz	1235802	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Eubacterium_J	s__Eubacterium_J plexicaudatum
GCF_000266925.1	891968	Acetomicrobium mobile DSM 13181	strain=DSM 13181	models/a/acetomicrobium/Acetomicrobium_mobile_DSM_13181.xml.gz	891968	d__Bacteria	p__Synergistota	c__Synergistia	o__Synergistales	f__Acetomicrobiaceae	g__Acetomicrobium	s__Acetomicrobium flavidum
GCF_000248095.2	1130798	Lactobacillus mucosae LM1	strain=LM1	models/l/lactobacillus/Lactobacillus_mucosae_LM1.xml.gz	1130798	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Limosilactobacillus	s__Limosilactobacillus mucosae
GCF_900109845.1	97481	Pasteurella skyensis	strain=DSM 24204	models/p/pasteurella/Pasteurella_skyensis_DSM_24204.xml.gz	97481	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Pasteurellaceae	g__Phocoenobacter	s__Phocoenobacter skyensis
GCF_000758985.1	1401063	Pseudoglutamicibacter albus DNF00011	strain=DNF00011	models/p/pseudoglutamicibacter/Pseudoglutamicibacter_albus_DNF00011.xml.gz	1401063	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Micrococcaceae	g__Pseudoglutamicibacter	s__Pseudoglutamicibacter albus_A
GCF_001552075.1	1216973	Arthrobacter luteolus NBRC 107841	strain=NBRC 107841	models/a/arthrobacter/Arthrobacter_luteolus_NBRC_107841.xml.gz	1216973	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Micrococcaceae	g__Arthrobacter_B	s__Arthrobacter_B luteolus
GCF_001050535.1	1193182	Tetrasphaera australiensis Ben110	strain=Ben110	models/t/tetrasphaera/Tetrasphaera_australiensis_Ben110.xml.gz	1193182	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Dermatophilaceae	g__Tetrasphaera_A	s__Tetrasphaera_A australiensis
GCF_001046855.1	1194083	Tetrasphaera japonica T1-X7	strain=T1-X7	models/t/tetrasphaera/Tetrasphaera_japonica_T1_X7.xml.gz	1194083	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Dermatophilaceae	g__Tetrasphaera	s__Tetrasphaera japonica
GCF_001598435.1	1219051	Sphingomonas pituitosa NBRC 102491	strain=NBRC 102491	models/s/sphingomonas/Sphingomonas_pituitosa_NBRC_102491.xml.gz	1219051	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas pituitosa
GCF_900111235.1	99656	[Clostridium] fimetarium	strain=DSM 9179	models/c/clostridium/Clostridium_fimetarium_DSM_9179.xml.gz	99656	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Clostridium_N	s__Clostridium_N fimetarium
GCF_000767255.1	99807	Corynebacterium auriscanis	strain=CIP 106629	models/c/corynebacterium/Corynebacterium_auriscanis_CIP_106629.xml.gz	99807	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Mycobacteriaceae	g__Corynebacterium	s__Corynebacterium auriscanis
GCF_000243815.2	1049759	Leptospira alexanderi serovar Manhao 3 str. L 60	strain=L 60	models/l/leptospira/Leptospira_alexanderi_serovar_Manhao_3_str_L_60.xml.gz	1049759	d__Bacteria	p__Spirochaetota	c__Leptospirae	o__Leptospirales	f__Leptospiraceae	g__Leptospira	s__Leptospira alexanderi
GCF_900143645.1	1121345	Anaerocolumna xylanovorans DSM 12503	strain=DSM 12503	models/a/anaerocolumna/Anaerocolumna_xylanovorans_DSM_12503.xml.gz	1121345	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Anaerocolumna	s__Anaerocolumna xylanovorans
GCF_900176335.1	1122930	Papillibacter cinnamivorans DSM 12816	strain=DSM 12816	models/p/papillibacter/Papillibacter_cinnamivorans_DSM_12816.xml.gz	1122930	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Papillibacter	s__Papillibacter cinnamivorans
GCF_000298175.1	1184607	Austwickia chelonae NBRC 105200	strain=NBRC 105200	models/a/austwickia/Austwickia_chelonae_NBRC_105200.xml.gz	1184607	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Dermatophilaceae	g__Austwickia	s__Austwickia chelonae
GCF_000009845.1	262768	Onion yellows phytoplasma OY-M	strain=onion yellows	models/o/onion/Onion_yellows_phytoplasma_OY_M_onion_yellows.xml.gz	262768	d__Bacteria	p__Firmicutes	c__Bacilli	o__Acholeplasmatales	f__Acholeplasmataceae	g__Phytoplasma	s__Phytoplasma sp000009845
GCF_001435585.1	1423792	Lactobacillus perolens DSM 12744	strain=DSM 12744	models/l/lactobacillus/Lactobacillus_perolens_DSM_12744.xml.gz	1423792	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Schleiferilactobacillus	s__Schleiferilactobacillus perolens
GCF_000020525.1	517418	Chloroherpeton thalassium ATCC 35110	strain=ATCC 35110	models/c/chloroherpeton/Chloroherpeton_thalassium_ATCC_35110.xml.gz	517418	d__Bacteria	p__Bacteroidota	c__Chlorobia	o__Chlorobiales	f__Chloroherpetonaceae	g__Chloroherpeton	s__Chloroherpeton thalassium
GCF_000173795.1	451640	Catenibacterium mitsuokai DSM 15897	strain=DSM 15897	models/c/catenibacterium/Catenibacterium_mitsuokai_DSM_15897.xml.gz	451640	d__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Coprobacillaceae	g__Catenibacterium	s__Catenibacterium mitsuokai
GCF_000306885.1	100901	Wolbachia endosymbiont of Onchocerca ochengi	strain=wOo	models/w/wolbachia/Wolbachia_endosymbiont_of_Onchocerca_ochengi_wOo.xml.gz	100901	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__Anaplasmataceae	g__Wolbachia	s__Wolbachia sp000306885
GCF_000265385.1	746697	Aequorivita sublithincola DSM 14238	strain=DSM 14238	models/a/aequorivita/Aequorivita_sublithincola_DSM_14238.xml.gz	746697	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Aequorivita	s__Aequorivita sublithincola
GCF_000959245.1	1249668	Burkholderia ubonensis MSMB22	strain=MSMB22	models/b/burkholderia/Burkholderia_ubonensis_MSMB22.xml.gz	1249668	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Burkholderia	s__Burkholderia ubonensis
GCF_000367525.1	1193181	Tetrasphaera elongata Lp2	strain=Lp2	models/t/tetrasphaera/Tetrasphaera_elongata_Lp2.xml.gz	1193181	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Dermatophilaceae	g__Phycicoccus_A	s__Phycicoccus_A elongatus
GCF_000429305.1	1121453	Desulfovibrio inopinatus DSM 10711	strain=DSM 10711	models/d/desulfovibrio/Desulfovibrio_inopinatus_DSM_10711.xml.gz	1121453	d__Bacteria	p__Desulfobacterota_I	c__Desulfovibrionia	o__Desulfovibrionales	f__Desulfovibrionaceae	g__Alteridesulfovibrio	s__Alteridesulfovibrio inopinatus
GCF_000317575.1	111780	Stanieria cyanosphaera PCC 7437	strain=PCC 7437	models/s/stanieria/Stanieria_cyanosphaera_PCC_7437.xml.gz	111780	d__Bacteria	p__Cyanobacteria	c__Cyanobacteriia	o__Cyanobacteriales	f__Xenococcaceae	g__Stanieria	s__Stanieria cyanosphaera
GCF_000233715.2	767817	Desulfotomaculum gibsoniae DSM 7213	strain=DSM 7213	models/d/desulfotomaculum/Desulfotomaculum_gibsoniae_DSM_7213.xml.gz	767817	d__Bacteria	p__Firmicutes_B	c__Desulfotomaculia	o__Desulfotomaculales	f__Desulfallaceae	g__Sporotomaculum	s__Sporotomaculum gibsoniae
GCF_000425005.1	1123263	Solobacterium moorei DSM 22971	strain=DSM 22971	models/s/solobacterium/Solobacterium_moorei_DSM_22971.xml.gz	1123263	d__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Bulleidia	s__Bulleidia moorei
GCF_000380005.1	1123301	Streptococcus didelphis DSM 15616	strain=DSM 15616	models/s/streptococcus/Streptococcus_didelphis_DSM_15616.xml.gz	1123301	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus didelphis
GCF_000429025.1	1123025	Pseudonocardia spinosispora DSM 44797	strain=DSM 44797	models/p/pseudonocardia/Pseudonocardia_spinosispora_DSM_44797.xml.gz	1123025	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Pseudonocardiaceae	g__Pseudonocardia	s__Pseudonocardia spinosispora
GCF_000159015.1	525245	Actinomyces coleocanis DSM 15436	strain=DSM 15436	models/a/actinomyces/Actinomyces_coleocanis_DSM_15436.xml.gz	525245	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Gleimia	s__Gleimia coleocanis
GCF_000159035.1	525246	Actinomyces urogenitalis DSM 15434	strain=DSM 15434	models/a/actinomyces/Actinomyces_urogenitalis_DSM_15434.xml.gz	525246	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Actinomyces	s__Actinomyces urogenitalis
GCF_000482865.1	1120935	Actinokineospora inagensis DSM 44258	strain=DSM 44258	models/a/actinokineospora/Actinokineospora_inagensis_DSM_44258.xml.gz	1120935	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Pseudonocardiaceae	g__Actinokineospora	s__Actinokineospora inagensis
GCF_000328705.1	1179773	Saccharothrix espanaensis DSM 44229	strain=type strain: DSM 44229	models/s/saccharothrix/Saccharothrix_espanaensis_DSM_44229_type_strain_DSM_44229.xml.gz	1179773	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Pseudonocardiaceae	g__Actinosynnema	s__Actinosynnema espanaense
GCF_000716755.1	103733	Saccharothrix syringae	strain=NRRL B-16468	models/s/saccharothrix/Saccharothrix_syringae_NRRL_B_16468.xml.gz	103733	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Pseudonocardiaceae	g__Actinosynnema	s__Actinosynnema syringae
GCF_000374405.1	1123058	Riemerella columbina DSM 16469	strain=DSM 16469	models/r/riemerella/Riemerella_columbina_DSM_16469.xml.gz	1123058	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Weeksellaceae	g__Riemerella	s__Riemerella columbina
GCF_000511305.1	1435356	Rhodococcus pyridinivorans SB3094	strain=SB3094	models/r/rhodococcus/Rhodococcus_pyridinivorans_SB3094.xml.gz	1435356	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Mycobacteriaceae	g__Rhodococcus	s__Rhodococcus pyridinivorans
GCF_001591405.1	1216972	Janibacter terrae NBRC 107853	strain=NBRC 107853	models/j/janibacter/Janibacter_terrae_NBRC_107853.xml.gz	1216972	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Dermatophilaceae	g__Janibacter	s__Janibacter terrae
GCF_001078275.1	103855	Bordetella hinzii	strain=F582	models/b/bordetella/Bordetella_hinzii_F582.xml.gz	103855	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Bordetella	s__Bordetella hinzii
GCF_000152145.1	765420	Oscillochloris trichoides DG-6	strain=DG-6	models/o/oscillochloris/Oscillochloris_trichoides_DG_6.xml.gz	765420	d__Bacteria	p__Chloroflexota	c__Chloroflexia	o__Chloroflexales	f__Chloroflexaceae	g__Oscillochloris	s__Oscillochloris trichoides
GCF_900129475.1	104268	Tenacibaculum mesophilum	strain=DSM 13764	models/t/tenacibaculum/Tenacibaculum_mesophilum_DSM_13764.xml.gz	104268	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Tenacibaculum	s__Tenacibaculum mesophilum
GCF_000430545.1	1123347	Tenacibaculum ovolyticum DSM 18103	strain=DSM 18103	models/t/tenacibaculum/Tenacibaculum_ovolyticum_DSM_18103.xml.gz	1123347	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Tenacibaculum	s__Tenacibaculum ovolyticum
GCF_000956415.1	104336	Microbacterium foliorum	strain=DSM 12966	models/m/microbacterium/Microbacterium_foliorum_DSM_12966.xml.gz	104336	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium foliorum
GCF_000187625.1	710393	Helicobacter suis HS1	strain=HS1	models/h/helicobacter/Helicobacter_suis_HS1.xml.gz	710393	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Helicobacteraceae	g__Helicobacter_E	s__Helicobacter_E suis
GCF_900102545.1	104663	Chitinophaga filiformis	strain=DSM 527	models/c/chitinophaga/Chitinophaga_filiformis_DSM_527.xml.gz	104663	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Chitinophaga	s__Chitinophaga filiformis
GCF_001436045.1	1423746	Lactobacillus frumenti DSM 13145	strain=DSM 13145	models/l/lactobacillus/Lactobacillus_frumenti_DSM_13145.xml.gz	1423746	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Limosilactobacillus	s__Limosilactobacillus frumenti
GCF_000954135.1	105219	Ralstonia mannitolilytica	strain=SN82F48	models/r/ralstonia/Ralstonia_mannitolilytica_SN82F48.xml.gz	105219	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Ralstonia	s__Ralstonia mannitolilytica
GCF_001591485.1	1314754	Bacillus fumarioli NBRC 102428	strain=NBRC 102428	models/b/bacillus/Bacillus_fumarioli_NBRC_102428.xml.gz	1314754	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_B	f__DSM-18226	g__Neobacillus	s__Neobacillus fumarioli
GCF_000744705.1	1449352	Streptacidiphilus albus JL83	strain=JL83	models/s/streptacidiphilus/Streptacidiphilus_albus_JL83.xml.gz	1449352	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Streptomycetales	f__Streptomycetaceae	g__Streptacidiphilus	s__Streptacidiphilus albus
GCF_000711975.1	1121423	Desulfotomaculum alkaliphilum DSM 12257	strain=DSM 12257	models/d/desulfotomaculum/Desulfotomaculum_alkaliphilum_DSM_12257.xml.gz	1121423	d__Bacteria	p__Firmicutes_B	c__Desulfotomaculia	o__Desulfotomaculales	f__Desulfohalotomaculaceae	g__Desulfofalx	s__Desulfofalx alkaliphila
GCF_000015725.1	420662	Methylibium petroleiphilum PM1	strain=PM1	models/m/methylibium/Methylibium_petroleiphilum_PM1.xml.gz	420662	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Methylibium	s__Methylibium petroleiphilum
GCF_001434695.1	1423719	Lactobacillus algidus DSM 15638	strain=DSM 15638	models/l/lactobacillus/Lactobacillus_algidus_DSM_15638.xml.gz	1423719	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Dellaglioa	s__Dellaglioa algida
GCF_000154305.1	411490	Anaerostipes caccae DSM 14662	strain=DSM 14662	models/a/anaerostipes/Anaerostipes_caccae_DSM_14662.xml.gz	411490	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Anaerostipes	s__Anaerostipes caccae
GCF_000372865.1	1132443	Methylosarcina fibrata AML-C10	strain=AML-C10	models/m/methylosarcina/Methylosarcina_fibrata_AML_C10.xml.gz	1132443	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Methylococcales	f__Methylomonadaceae	g__Methylosarcina	s__Methylosarcina fibrata
GCF_000013345.1	106370	Frankia casuarinae	strain=CcI3	models/f/frankia/Frankia_casuarinae_CcI3.xml.gz	106370	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Frankiaceae	g__Frankia	s__Frankia casuarinae
GCF_900188345.1	106412	Streptosporangium subroseum	strain=CGMCC 4.2132	models/s/streptosporangium/Streptosporangium_subroseum_CGMCC_4_2132.xml.gz	106412	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Streptosporangiales	f__Streptosporangiaceae	g__Streptosporangium	s__Streptosporangium subroseum
GCF_000169255.2	411467	Pseudoflavonifractor capillosus ATCC 29799	strain=ATCC 29799	models/p/pseudoflavonifractor/Pseudoflavonifractor_capillosus_ATCC_29799.xml.gz	411467	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Pseudoflavonifractor	s__Pseudoflavonifractor capillosus
GCF_000219215.1	1042878	Cupriavidus necator N-1	strain=N-1	models/c/cupriavidus/Cupriavidus_necator_N_1.xml.gz	1042878	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Cupriavidus	s__Cupriavidus necator
GCF_001020955.1	106634	Thioalkalivibrio versutus	strain=D301	models/t/thioalkalivibrio/Thioalkalivibrio_versutus_D301.xml.gz	106634	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Ectothiorhodospirales	f__Thioalkalivibrionaceae	g__Thioalkalivibrio	s__Thioalkalivibrio versutus
GCF_000368485.1	1217656	Acinetobacter guillouiae NIPH 991	strain=NIPH 991	models/a/acinetobacter/Acinetobacter_guillouiae_NIPH_991.xml.gz	1217656	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Acinetobacter	s__Acinetobacter guillouiae
GCF_002156545.1	107327	Pseudoalteromonas ulvae	strain=TC14	models/p/pseudoalteromonas/Pseudoalteromonas_ulvae_TC14.xml.gz	107327	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Alteromonadaceae	g__Pseudoalteromonas	s__Pseudoalteromonas ulvae
GCF_000509405.1	1349785	Tenacibaculum maritimum NBRC 15946 = NCIMB 2154	strain=NBRC 15946	models/t/tenacibaculum/Tenacibaculum_maritimum_NBRC_15946_NCIMB_2154.xml.gz	1349785	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Tenacibaculum	s__Tenacibaculum maritimum
GCF_000019965.1	452637	Opitutus terrae PB90-1	strain=PB90-1	models/o/opitutus/Opitutus_terrae_PB90_1.xml.gz	452637	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Opitutales	f__Opitutaceae	g__Opitutus	s__Opitutus terrae
GCF_002000365.1	108003	Thioalkalivibrio denitrificans	strain=ALJD	models/t/thioalkalivibrio/Thioalkalivibrio_denitrificans_ALJD.xml.gz	108003	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Ectothiorhodospirales	f__Ectothiorhodospiraceae	g__Thioalkalivibrio_A	s__Thioalkalivibrio_A denitrificans
GCF_000237825.1	926567	Thermanaerovibrio velox DSM 12556	strain=DSM 12556	models/t/thermanaerovibrio/Thermanaerovibrio_velox_DSM_12556.xml.gz	926567	d__Bacteria	p__Synergistota	c__Synergistia	o__Synergistales	f__Synergistaceae	g__Thermanaerovibrio	s__Thermanaerovibrio velox
GCF_000227685.2	713585	Thioalkalivibrio paradoxus ARh 1	strain=ARh 1	models/t/thioalkalivibrio/Thioalkalivibrio_paradoxus_ARh_1.xml.gz	713585	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Ectothiorhodospirales	f__Thioalkalivibrionaceae	g__Thioalkalivibrio_B	s__Thioalkalivibrio_B paradoxus
GCF_000025645.1	580331	Thermoanaerobacter italicus Ab9	strain=Ab9	models/t/thermoanaerobacter/Thermoanaerobacter_italicus_Ab9.xml.gz	580331	d__Bacteria	p__Firmicutes_A	c__Thermoanaerobacteria	o__Thermoanaerobacterales	f__Thermoanaerobacteraceae	g__Thermoanaerobacter	s__Thermoanaerobacter thermocopriae
